Area_code,Area_name,ow_obs,hyp_ten,low_bw,alc,smoke,activity,eating,sti_screen,teen_preg,in_eet,pupil_abs,ey_dev,training,ks4_dev,low_pay,pov_child,unempl,wp_safety,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,diff_adls,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,semh_child,self_harm,air_poll,pub_greenspace,priv_greenspace,env_noise,road_safety,road_traff,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E10000013,Gloucestershire,61.35570571,14.10308206,1.915966387,673.77,12.20741353,70.68016328,61.39643116,609.6781616,10.80607477,2.4,10.88317,69.16010499,17,68.9,19.7,10.32967179,2.773891262,222,51.73,206.3873926,10.39048484,3.346007605,0.94871902,18.3,30.2709848,6.410580878,534.43,3.398918624,6.842056123,7.89,7.97,7.6,2.87,10.19622768,15.37,212.09,9.1656,1373.697339,90.48218778,3.508466452,179.54,0.001633294,2.998936167,8.46,1.232783991,1.232783991,0.555433567,50.38054922,67.6415591,0.857080032,4.293150927,1.853570041,27.92983551,38,73.55752758,90.82774059
E10000014,Hampshire,63.13530653,15.29344676,2.166035913,521.36,12.25352819,70.04604028,58.02576747,704.5866699,12.42292347,1.8,9.68084,76.74584169,22.1,66.4,20.7,10.07255761,2.961997535,216,56.26,180.1968883,7.98054328,4.062695322,0.934963891,19.4,30.03419221,4.05507296,517.31,3.792092238,6.51510671,7.99,8.1,7.71,2.69,12.14286167,14.25,244.81,10.0351,1080.678266,90.6502473,3.947072936,256.62,0.002769857,5.231356752,10.28,0.963079787,0.963079787,0.574080909,5.159755859,67.06610604,1.064614904,4.143420138,1.852239865,26.53192309,37,73.59351686,92.5236596
E10000015,Hertfordshire,60.43245832,13.06709421,2.722235606,628.29,12.1013793,67.11571243,56.53300949,658.2074585,10.37750038,2.5,10.32705,72.74053491,16.9,73.1,19.3,8.543365854,3.379870901,221,33.05,190.3788161,7.885712878,3.125801861,0.776277792,17.3,28.17204301,3.179991283,555.7,2.982313711,6.015488591,7.66,7.91,7.66,2.62,9.992005833,14.01,116.69,10.4397,979.944188,84.73171505,4.555411098,253.1,0.004936789,7.43014189,11.88,0.758151583,0.758151583,0.476052121,62.28907474,65.74276899,0.689399105,3.619934016,1.473318248,23.96399357,29,71.15529,88.657308
E10000016,Kent,62.79356111,14.80088521,2.373131327,534.76,15.04760736,68.20361887,57.06172328,537.9428711,17.20165873,2.9,11.87514,75.14074401,20,63.3,23.5,14.78138922,3.863110065,240,48.95,212.7541159,10.022801,3.968942065,0.808523198,20.9,32.62799397,4.6889252,573.2,3.368331101,6.764690258,7.74,7.92,7.59,2.98,11.3076092,12.9,177.49,10.4405,978.1692866,90.04904841,5.010841862,387.81,0.002772127,13.64253871,10.27,0.938904402,0.938904402,0.514235925,7.43428047,64.3599988,0.833720297,3.873351988,1.693903145,26.95741728,31,71.89164892,89.71514014
E10000017,Lancashire,64.62763612,15.18012771,2.902088419,664.32,14.23961041,66.4633894,52.12186244,682.6047363,23.09775394,2.2,10.34463,69.5047538,15.4,65.8,26,18.51040376,3.913040007,291,79.24,263.5268212,11.8,4.688564095,0.924995947,21.8,35.14180025,5.047016509,543.96,3.379034428,7.108187798,7.79,7.95,7.67,2.69,13.06342529,12.87,202.21,7.3791,900.9022586,91.26366355,4.66591911,348.99,0.0026411,4.132050414,5.35,0.774093424,0.774093424,0.477045402,84.20953462,62.52647099,0.733533,4.705530423,2.070119205,27.82810154,56,70.59806477,89.05814872
E10000018,Leicestershire,60.64299548,15.15959527,2.503610977,587.76,13.0923674,64.3272464,56.42808938,484.4421692,12.19512195,2.3,10.07894,70.7853671,22,66.9,25.1,9.914609577,3.808148877,352,40.1,194.343013,8.3,3.534075171,0.914062749,20,32.24440411,4.143077391,718.56,3.164386458,6.905067527,7.82,8.13,7.63,2.88,12.4864401,13.18,113.28,9.1337,1432.159061,91.69127343,3.595915919,169.74,0.002463649,1.718537868,8.24,1.032559776,1.032559776,0.53329047,56.09450813,63.8505306,0.756985774,4.062589618,1.786905048,28.49383962,30,74.98873582,94.72320658
E10000019,Lincolnshire,65.20372835,16.77665942,1.798390913,609.45,17.66324836,63.82959021,54.64672982,472.4968262,16.61830652,2.8,11.45943,69.08813818,23.3,63.2,31.7,13.85793224,4.391865267,367,45.21,236.305354,10.4,3.001773775,0.974656833,23.7,35.39275264,6.993970576,577.31,3.790375656,7.819662081,7.8,7.95,7.54,2.86,11.74210146,15.67,143.8,9.2024,2078.481121,93.02905352,3.99159225,427.58,0.000741327,10.31973994,7.16,1.569435299,1.569435299,0.744618203,60.65360999,62.64686776,1.06197597,4.466197794,2.268270898,29.50723003,33,72.4875404,89.70052261
E10000020,Norfolk,61.15379137,16.00326876,2.518172378,676.81,14.4020183,64.96135811,57.87194554,610.9154053,17.10718964,3.9,11.96849,71.55061939,12,62,27.6,14.26902399,3.657473774,266,69.34,215.0349055,11.39296471,3.019531399,1.012491953,21.5,34.1147719,4.331582035,573.62,3.638771657,7.38911677,7.8,7.85,7.53,2.65,10.20105714,15.58,164.06,9.6932,1728.562544,90.96184436,4.242554633,311.04,0.001064907,6.086225212,8.64,1.892453457,1.892453457,0.724105889,55.81511154,62.84565167,0.708616791,4.662589387,2.041284354,27.82407909,35,72.48639274,92.17512826
E10000021,Northamptonshire,67.8801817,14.39858712,2.288072018,750.22,15.35036971,64.02556908,51.66592165,638.9783325,17.7026594,2.5,10.67617,71.26219704,21.6,62.2,24.4,11.3328749,4.238184805,323,64.9,236.7303213,10,4.231892742,0.733990848,19.8,31.84351315,3.98193893,580.95,3.012143035,6.810245027,7.67,7.84,7.52,2.64,13.03704686,12.71,325.29,9.8285,1256.697068,91.09713157,5.619123032,176.79,0.00249086,12.30568389,8.63,1.19952694,1.19952694,0.535010487,10.47683761,66.0528818,0.795851671,4.046599087,1.653860022,26.53221557,56,71.16822241,91.48686137
E10000023,North Yorkshire,61.30150121,16.4617218,2.503561978,678.9,12.08650898,69.52526913,59.63789292,448.9855652,12.79496592,1,10.81509,72.4746214,21.9,68,26.7,12.15136785,3.049076899,297,37.16,199.3205896,11.4,1.94351655,1.024417884,21.1,31.1286237,5.226782122,505.4,4.026301582,6.686867504,7.93,7.98,7.68,2.66,10.5022159,12.79,194.13,7.2267,1847.12585,90.49892935,5.539530993,218.8,0.000703948,3.742849936,7.58,2.420213521,2.420213521,0.652589434,6.575094705,67.07013889,0.960531346,4.553135514,2.354138705,26.95072256,48,74.59163768,92.14991659
E10000024,Nottinghamshire,67.51122779,15.07255857,2.600506044,702.12,15.22948577,68.51558506,56.43075378,595.2369385,16.19594702,1.6,9.45032,69.70242508,15.8,66.2,28.6,11.72464689,4.570592959,345,48.16,227.691908,7.6,3.875968992,1.007085347,25.1,34.5410628,5.52745779,622.3,3.437959156,7.295167124,7.75,8.02,7.56,2.96,10.51910753,9.48,195.14,8.7486,1518.808683,93.19076333,3.701059294,314.98,0.002348325,5.952916078,6.05,0.914318671,0.914318671,0.495619832,9.498111902,61.03611112,0.70954866,4.291268758,1.972462352,27.82109194,41,75.3599329,92.52317089
E10000025,Oxfordshire,58.88899282,12.48842035,2.230757867,497.49,10.10632458,72.51135583,59.5009031,683.1064453,10.10008264,1.7,10.64943,73.455258,16.8,66.5,14.7,9.617357649,2.946148934,208,47.75,179.6870537,8.595798066,2.536264127,0.774843972,14.3,27.19520627,3.238443415,545.13,3.424267769,5.053997081,7.8,7.9,7.64,2.96,11.02910206,15.14,183.16,10.1547,1247.110908,88.23758968,4.825642498,229.16,0.001926463,10.18146276,11.44,1.21812984,1.21812984,0.50672922,55.43079223,70.00535574,1.026245244,3.600873966,1.46522929,24.70633639,33,70.52672681,92.86236394
E10000027,Somerset,67.42817331,16.67653863,2.446741194,710.73,15.89859063,65.09095924,61.49416115,432.3731384,12.35538583,2.9,11.54209,71.82070883,20.8,62.7,29.5,11.93057084,3.46904106,287,47.42,191.2041607,11.78981076,3.175393811,0.966175159,20.4,32.71998813,4.575916954,543.05,3.965568904,7.055400913,7.87,7.95,7.73,2.78,13.03469182,14.9,345.34,7.8339,2163.782456,91.57684098,2.905181104,211.6,0.001332603,6.435478076,8.58,1.39803482,1.39803482,0.62256023,14.32608925,65.06955733,0.97308067,4.543775783,2.226105196,26.68235906,65,72.0434598,89.39445432
E10000028,Staffordshire,65.68117293,16.01553184,2.760169044,814.12,12.37632535,65.38313099,55.25690226,508.2017822,16.82620401,1.5,10.47749,74.97639282,18.9,60.4,27.3,12.74298844,3.131116326,309,65.17,219.8430156,10.3225331,5.023350732,0.911349872,19,34.44312327,4.328558867,550.33,3.58254372,7.482385901,7.85,7.99,7.63,2.76,11.48342744,12.88,241.9,8.128,1207.246007,92.56577297,3.976114358,164.01,0.00236188,3.998999108,6.93,0.92746764,0.92746764,0.562727066,55.56894903,64.0547287,0.771202514,4.288290617,1.959220119,29.81271497,56,71.39501686,91.96405256
E10000029,Suffolk,64.53218705,15.60365859,2.502638324,584.8,13.04318468,64.99292182,56.64087983,541.7669678,13.88174807,3.5,10.90546,71.46417445,19.5,63.8,25.8,12.9509733,3.448222939,307,55.98,192.6084206,9.863008293,3.095705254,0.975102451,21.7,31.93374829,5.148823906,538.19,3.679541401,6.845533978,7.89,8.12,7.72,2.77,11.21938175,12.77,211.46,10.0495,1579.348126,92.11465196,4.512025407,339.47,0.001133849,7.514277127,8.7,1.699927085,1.699927085,0.666965801,12.24748074,64.60783462,0.865994517,4.467347446,2.00477833,25.99726245,37,72.67141407,90.48373193
E10000030,Surrey,55.2396067,13.17975212,2.145996725,521.25,10.21401212,72.77232513,57.18053213,577.3774414,10.51577366,1.5,9.63256,78.36506159,18.8,71.8,15,7.926707952,2.692944146,202,35.65,165.029658,8.027258258,2.970398443,0.86155509,14.3,25.20687018,3.786092186,502.83,3.362573453,5.586615281,7.8,8.01,7.62,2.83,9.712572118,14.96,166.58,10.6391,757.9825726,89.60125004,3.941146249,342.87,0.005461108,5.798640933,12.71,0.877939911,0.877939911,0.497486096,53.83071666,69.92346029,0.859555184,3.401735048,1.516259523,21.44020309,30,70.04560856,83.72219213
E10000031,Warwickshire,62.35800973,15.26280953,2.49031544,674.71,14.28983415,66.98593282,54.98412811,600.3858032,13.87635379,1.6,10.316,72.34825261,22.2,69.4,19.9,10.71912576,3.17011646,353,62.66,212.0082559,10.06131578,4.249370981,0.818685085,21,30.51018933,5.975173442,591.61,3.230614544,6.574687917,7.83,7.96,7.79,2.56,10.41869156,14.71,184.32,9.1855,1339.288609,90.78859585,5.334031899,193.47,0.003171868,13.66000595,8.17,1.272322341,1.272322341,0.5581918,13.1952155,64.34458749,0.909003676,3.900164545,1.695811586,26.99534686,42,71.37562603,91.49682867
E10000032,West Sussex,61.92410075,15.5290423,2.179454499,582.82,12.49948827,68.26609088,57.73220353,637.3998413,12.91910181,2.6,10.83386,71.35455218,17.1,65.2,20.3,11.5088701,2.975479477,260,40.63,189.6409159,8.500470254,2.965530522,1.043344249,18.7,31.56181174,4.589698846,560.47,3.759461563,7.055684359,7.89,8.02,7.78,2.65,11.15032149,16.83,235.05,10.0019,1361.610889,89.86651039,5.270615687,397.13,0.00242336,11.06127715,11.59,0.861366522,0.861366522,0.479128057,53.20357873,64.44592642,0.841251557,4.153469687,1.974379966,23.9227283,37,71.85657422,91.62661421
E10000034,Worcestershire,65.04649415,16.30110603,2.575878594,651.32,11.87023479,66.60803555,56.09600165,478.5965576,14.55347299,1.9,11.0322,71.22969838,17,64.6,26.6,12.43182396,3.28476819,267,67.81,208.0866288,11.09048607,3.451788139,0.837973247,17,31.92345028,5.742409978,586.5,3.852248977,7.357584297,7.84,7.94,7.59,2.77,13.03728978,15.44,151.96,8.534,960.3426268,91.34362118,5.737067345,180.64,0.002566794,9.120743442,8.43,1.524208733,1.524208733,0.580186063,10.75403213,65.39677227,1.292448975,4.292398198,1.991351224,27.60473091,29,72.95206394,90.89675506
